DD;CC;LLLL;Localidade;Field_004;Field_005;Field_006;Field_007;Field_008;Field_009;Field_010;Field_011;Field_012;Field_013;CP4;CP3;CPALF
16;1;5173;Arcos de Valdevez     ;100116;Largo   ;da ;             ;   ;Lapa                      ;             ;                      ;;                       ;4970;434;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;10116;Rua     ;   ;General      ;   ;Amílcar Mota              ;             ;                      ;;                       ;4970;459;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1106050000;Rua     ;   ;             ;   ;A                         ;             ;                      ;;                       ;4970;600;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1106060000;Rua     ;   ;             ;   ;B                         ;             ;                      ;;                       ;4970;600;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1106070000;Rua     ;   ;             ;   ;C                         ;             ;                      ;;                       ;4970;600;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1106080000;Rua     ;   ;             ;   ;D                         ;Vila Fonche  ;                      ;;                       ;4970;600;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1106090000;Rua     ;   ;             ;   ;E                         ;             ;                      ;;                       ;4970;600;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1106100000;Rua     ;   ;             ;   ;F                         ;             ;                      ;;                       ;4970;600;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1106110000;Rua     ;   ;             ;   ;G                         ;             ;                      ;;                       ;4970;600;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1192290000;Rua     ;   ;Doutor       ;   ;Rui Castilho (Professor)  ;             ;                      ;;                       ;4970;154;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;120116;Praça   ;   ;             ;   ;Municipal                 ;             ;                      ;;                       ;4970;441;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;130116;Rua     ;   ;General      ;   ;Norton de Matos           ;             ;                      ;;LOJA CTT ARCOS DE VALDE;4970;999;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;130116;Rua     ;   ;General      ;   ;Norton de Matos           ;             ;                      ;;                       ;4970;460;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;140116;Rua     ;   ;             ;   ;Nunes de Azevedo          ;             ;                      ;;                       ;4970;461;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1442740000;Travessa;   ;Doutor       ;   ;Vaz Guedes                ;             ;                      ;;                       ;4970;604;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1442750000;Rua     ;dos;             ;   ;Milagres                  ;             ;                      ;;                       ;4970;592;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;150116;Rua     ;   ;Padre        ;   ;Manuel Himalaia           ;             ;                      ;;                       ;4970;462;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527270000;Rua     ;   ;Professor Dou;   ;Engenheiro Eugénio Castro ;Faquelo      ;                      ;;                       ;4970;614;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527280000;Rua     ;   ;Doutor       ;   ;Américo de Sequeira       ;Valverde     ;Impares de 73 a 73    ;;                       ;4970;621;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527280000;Rua     ;   ;Doutor       ;   ;Américo de Sequeira       ;Valverde     ;LT 61                 ;;                       ;4970;621;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527280000;Rua     ;   ;Doutor       ;   ;Américo de Sequeira       ;Valverde     ;LT 62                 ;;                       ;4970;621;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527280000;Rua     ;   ;Doutor       ;   ;Américo de Sequeira       ;Valverde     ;LT 63                 ;;                       ;4970;621;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527280000;Rua     ;   ;Doutor       ;   ;Américo de Sequeira       ;Valverde     ;Pares de 80 a 120     ;;                       ;4970;621;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527300000;Avenida ;   ;             ;   ;Reencontro de Valdevez    ;             ;                      ;;                       ;4970;613;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527320000;Largo   ;   ;             ;   ;Augusto Cristina - Maestro;             ;                      ;;                       ;4970;152;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527330000;Rua     ;   ;             ;   ;B                         ;             ;                      ;;                       ;4970;256;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527340000;Rua     ;   ;             ;   ;e                         ;             ;                      ;;                       ;4970;257;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527350000;Rua     ;   ;Doutor       ;   ;Carlos Cunha              ;             ;                      ;;                       ;4970;194;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1527370000;Rua     ;   ;Doutor       ;   ;Mário Tavarela Lobo       ;             ;                      ;;                       ;4970;192;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;155800000;Rua     ;   ;             ;   ;Henrique Cudeço           ;             ;                      ;;                       ;4970;230;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;160116;Rua     ;   ;Padre        ;   ;Manuel José Cunha Brito   ;             ;                      ;;                       ;4970;463;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;170116;Rua     ;da ;             ;   ;Praça                     ;             ;                      ;;                       ;4970;447;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;1785570000;Avenida ;   ;             ;   ;António Caldas            ;             ;                      ;;                       ;4970;430;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;180116;Rua     ;da ;             ;   ;Quelha das Hortas         ;             ;                      ;;                       ;4970;448;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;190116;Praceta ;   ;             ;   ;Salvador Alves Pereira    ;             ;                      ;;                       ;4970;442;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;200116;Largo   ;de ;São          ;   ;Bento                     ;             ;                      ;;                       ;4970;435;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;20116;Estrada ;da ;             ;   ;Cepa                      ;             ;                      ;;                       ;4970;446;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;20420116;Rua     ;   ;Conde        ;de ;Ferreira                  ;             ;                      ;;                       ;4970;599;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;2062690000;Avenida ;   ;             ;   ;5 de Outubro              ;             ;                      ;;                       ;4970;151;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;2062720000;Rua     ;   ;             ;   ;D                         ;Salvador     ;                      ;;                       ;4970;276;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;2084130000;        ;   ;             ;   ;Casas de Vez              ;             ;                      ;;                       ;4970;439;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;20930116;Rua     ;da ;             ;   ;Lira                      ;             ;                      ;;                       ;4970;466;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;20940116;Largo   ;da ;             ;   ;Valeta                    ;             ;                      ;;                       ;4970;467;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;20950116;Praceta ;de ;São          ;   ;Bento                     ;             ;                      ;;                       ;4970;468;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;20960116;Bairro  ;de ;São          ;   ;Bento                     ;             ;                      ;;                       ;4970;469;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;20980116;Rua     ;do ;             ;   ;Clero                     ;             ;                      ;;                       ;4970;471;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;20990116;Rua     ;   ;             ;   ;Fernando de Freitas       ;             ;                      ;;                       ;4970;744;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;21000116;Rua     ;   ;Actor        ;   ;António Sousa             ;             ;                      ;;                       ;4970;746;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;21010116;Rua     ;   ;Doutor       ;   ;José Sebastião da Silva Di;             ;                      ;;                       ;4970;745;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;210116;Rua     ;de ;São          ;   ;Bento                     ;             ;                      ;;                       ;4970;451;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;220116;Rua     ;de ;São          ;   ;João                      ;             ;                      ;;                       ;4970;452;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;230116;Rua     ;   ;             ;   ;Soares Pereira            ;             ;                      ;;                       ;4970;465;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;240116;Rua     ;da ;             ;   ;Valeta                    ;             ;                      ;;                       ;4970;449;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;240470000;Largo   ;dos;             ;   ;Milagres                  ;             ;                      ;;                       ;4970;592;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;250116;Rua     ;da ;             ;   ;Valeta de Cima            ;             ;                      ;;                       ;4970;450;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;260116;Rua     ;   ;Alferes      ;   ;Barros Cerqueira          ;             ;                      ;;                       ;4970;597;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;270116;Rua     ;   ;             ;   ;Amorim Soares             ;             ;                      ;;                       ;4970;598;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;280116;Avenida ;   ;Professor Dou;   ;Engenheiro Eugénio Castro ;             ;                      ;;                       ;4970;592;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;290116;Campo   ;do ;             ;   ;Trasladário               ;             ;                      ;;                       ;4970;593;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;30116;Rua     ;   ;             ;   ;Cerqueira Gomes           ;             ;                      ;;                       ;4970;444;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;320116;Alameda ;   ;Doutor       ;   ;Francisco Sá Carneiro     ;             ;                      ;;                       ;4970;591;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;330116;Rua     ;   ;Doutor       ;   ;Germano Amorim            ;             ;                      ;;                       ;4970;601;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;340116;Rua     ;   ;Professor Dou;   ;Mário Júlio Almeida Costa ;             ;                      ;;                       ;4970;606;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;350116;Praça   ;   ;Dom          ;   ;Manuel I                  ;             ;                      ;;                       ;4970;595;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;360116;Rua     ;   ;Padre        ;   ;Luís Gonzaga Azevedo      ;             ;                      ;;                       ;4970;605;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;370116;Largo   ;   ;Doutor       ;   ;Pinto Osório              ;             ;                      ;;                       ;4970;594;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;380116;Rua     ;   ;Doutor       ;   ;Teixeira Queiroz          ;             ;                      ;;                       ;4970;602;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;390116;Rua     ;   ;Doutor       ;   ;Tomás de Figueiredo       ;             ;                      ;;                       ;4970;603;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;400116;Rua     ;   ;Doutor       ;   ;Vaz Guedes                ;             ;                      ;;                       ;4970;604;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;40116;Rua     ;   ;Conselheiro  ;   ;Pedro de Brito            ;             ;                      ;;                       ;4970;445;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;410116;Rua     ;   ;             ;   ;25 de Abril               ;             ;                      ;;                       ;4970;596;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;420116;Praceta ;   ;Doutor       ;   ;António Ribeiro           ;             ;                      ;;                       ;4970;443;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;430116;Avenida ;   ;             ;   ;Marginal                  ;             ;                      ;;                       ;4970;432;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;440116;Rua     ;   ;             ;   ;Plácido de Abreu          ;             ;                      ;;                       ;4970;464;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;448340000;Rotunda ;da ;             ;   ;Família                   ;             ;                      ;;                       ;4970;465;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;460116;Jardim  ;dos;             ;   ;Centenários               ;             ;                      ;;                       ;4970;433;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;470116;Largo   ;do ;             ;   ;Pelourinho                ;             ;                      ;;                       ;4970;437;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;480116;Alameda ;dos;             ;   ;Pedrosas                  ;             ;                      ;;                       ;4970;431;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;490116;Largo   ;do ;             ;   ;Espírito Santo            ;             ;                      ;;                       ;4970;436;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;500116;Largo   ;da ;             ;   ;Misericórdia              ;             ;                      ;;                       ;4970;438;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;50116;Rua     ;   ;Engenheiro   ;   ;Adelino Amaro da Costa    ;             ;                      ;;                       ;4970;458;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;510116;Praça   ;   ;Doutor       ;   ;Artur Bívar               ;             ;                      ;;                       ;4970;440;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;60116;Rua     ;   ;Doutor       ;   ;António Pimenta Ribeiro   ;             ;                      ;;                       ;4970;455;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;70116;Rua     ;do ;             ;   ;Espírito Santo            ;             ;                      ;;                       ;4970;453;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;80116;Rua     ;   ;Doutor       ;   ;Félix Alves Pereira       ;             ;                      ;;                       ;4970;456;ARCOS DE VALDEVEZ
16;1;5173;Arcos de Valdevez     ;90116;Rua     ;   ;Doutor       ;   ;Joaquim Carlos Cunha Cerqu;             ;                      ;;                       ;4970;457;ARCOS DE VALDEVEZ
16;1;5174;Cancela               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;611;ARCOS DE VALDEVEZ
16;1;5175;Carreira              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;612;ARCOS DE VALDEVEZ
16;1;5177;Falperra              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;480;ARCOS DE VALDEVEZ
16;1;5179;Igreja Velha          ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;615;ARCOS DE VALDEVEZ
16;1;5180;Morilhões             ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;616;ARCOS DE VALDEVEZ
16;1;5181;Novelhos              ;1527290000;Rotunda ;da ;             ;   ;Vida                      ;             ;                      ;;                       ;4970;617;ARCOS DE VALDEVEZ
16;1;5181;Novelhos              ;1785600000;Bairro  ;de ;             ;   ;Novelhos                  ;             ;                      ;;                       ;4970;473;ARCOS DE VALDEVEZ
16;1;5181;Novelhos              ;1785610000;Loteamen;de ;             ;   ;Novelhos                  ;             ;                      ;;                       ;4970;474;ARCOS DE VALDEVEZ
16;1;5182;Poça dos Frades       ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;481;ARCOS DE VALDEVEZ
16;1;5183;Quinta da Andorinha   ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;618;ARCOS DE VALDEVEZ
16;1;5184;Regadas               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;619;ARCOS DE VALDEVEZ
16;1;5185;Remédios              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;620;ARCOS DE VALDEVEZ
16;1;5186;Salvador              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;482;ARCOS DE VALDEVEZ
16;1;5187;Silvares - Salvador   ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;483;ARCOS DE VALDEVEZ
16;1;5204;Avelar                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5205;Barreirô              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5206;Igreja                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5207;Parral                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5208;Porto Cerdeira        ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5209;São Sebastião         ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5210;Sobreira              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5211;Tabarca               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5212;Vilar                 ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5213;Vilela Seca           ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;100;CABREIRO         
16;1;5214;Arrochela             ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5215;Penedo                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5216;Cortes                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5217;Igreja                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5218;Lamas                 ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5219;Oucias                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5220;Pardieiros            ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5221;Parede Nova           ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5222;Vitoreira             ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;105;CARRALCOVA       
16;1;5223;Arco                  ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;111;CENDUFE          
16;1;5224;Bouças                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;112;CENDUFE          
16;1;5225;Casais                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;113;CENDUFE          
16;1;5226;Casal                 ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;114;CENDUFE          
16;1;5227;Coto Cendufe          ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;115;CENDUFE          
16;1;5229;Devesa                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;117;CENDUFE          
16;1;5230;Monte da Costa        ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;118;CENDUFE          
16;1;5231;Outeiro               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;119;CENDUFE          
16;1;5232;Paúl                  ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;120;CENDUFE          
16;1;5233;Ponte do Arco         ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;121;CENDUFE          
16;1;5234;Portela               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;122;CENDUFE          
16;1;5235;Soutelo               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;123;CENDUFE          
16;1;5236;Vila Boa              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;124;CENDUFE          
16;1;5237;Aldeia do Couto       ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;130;COUTO AVV        
16;1;5238;Bouça do Couto        ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;130;COUTO AVV        
16;1;5239;Pinheiro do Couto     ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;130;COUTO AVV        
16;1;5240;Porta do Couto        ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;130;COUTO AVV        
16;1;5241;Selim do Couto        ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;130;COUTO AVV        
16;1;5242;Barrô                 ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;135;EIRAS AVV        
16;1;5243;Carvalhal             ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;135;EIRAS AVV        
16;1;5244;Eirado                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;135;EIRAS AVV        
16;1;5245;Outeiro               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;135;EIRAS AVV        
16;1;5247;Pinheiro              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;135;EIRAS AVV        
16;1;5248;Igreja                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;140;ERMELO AVV       
16;1;5249;Vilarinho do Souto    ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;140;ERMELO AVV       
16;1;5250;Coutada de Baixo      ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;145;EXTREMO          
16;1;5251;Coutada de Cima       ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;145;EXTREMO          
16;1;5253;Pereira               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;145;EXTREMO          
16;1;5254;Beleiral              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;150;GAVIEIRA         
16;1;5256;Igreja                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;150;GAVIEIRA         
16;1;5257;Peneda                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;150;GAVIEIRA         
16;1;5258;Rouças                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;150;GAVIEIRA         
16;1;5259;Tibo                  ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;150;GAVIEIRA         
16;1;5260;Águas de Arão         ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;156;ARCOS DE VALDEVEZ
16;1;5261;Corredoura            ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;158;ARCOS DE VALDEVEZ
16;1;5262;Requeixo              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;769;ARCOS DE VALDEVEZ
16;1;5263;Rochina Giela         ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;770;ARCOS DE VALDEVEZ
16;1;5264;Secas de Giela        ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;155;ARCOS DE VALDEVEZ
16;1;5265;Sobreiro de Giela     ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;771;ARCOS DE VALDEVEZ
16;1;5266;Assim Chamado         ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;161;GONDORIZ AVV     
16;1;5267;Bóia                  ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;162;GONDORIZ AVV     
16;1;5268;Carvalhedos           ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;163;GONDORIZ AVV     
16;1;5269;Castro                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;164;GONDORIZ AVV     
16;1;5270;Cruz                  ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;165;GONDORIZ AVV     
16;1;5271;Ferreiros             ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;166;GONDORIZ AVV     
16;1;5272;Igreja                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;168;GONDORIZ AVV     
16;1;5273;Gandaras              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;169;GONDORIZ AVV     
16;1;5274;Lombadinha de Gondariz;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;170;GONDORIZ AVV     
16;1;5275;Mondão                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;171;GONDORIZ AVV     
16;1;5276;Outeirinhos           ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;172;GONDORIZ AVV     
16;1;5277;Paço                  ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;173;GONDORIZ AVV     
16;1;5278;Paredes               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;174;GONDORIZ AVV     
16;1;5279;Pedreira              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;175;GONDORIZ AVV     
16;1;5280;Pogido                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;176;GONDORIZ AVV     
16;1;5281;Portela de Jusão      ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;177;GONDORIZ AVV     
16;1;5282;Selim de Gondariz     ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;178;GONDORIZ AVV     
16;1;5283;Tola                  ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;179;GONDORIZ AVV     
16;1;5284;Trogal                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;180;GONDORIZ AVV     
16;1;5285;Vila Boa              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;181;GONDORIZ AVV     
16;1;5286;Vilar de Mouro        ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;182;GONDORIZ AVV     
16;1;5287;Zebra                 ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;183;GONDORIZ AVV     
16;1;5288;Agrela                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5289;Carreira              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5290;Costa                 ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5291;Gontariz              ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5292;Mó                    ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5294;Portelinha            ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5295;Pousada               ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5296;Sil                   ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5297;Vilela                ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;190;GRADE            
16;1;5298;Alto Cadorcas         ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;195;ARCOS DE VALDEVEZ
16;1;5299;Alto das Telhas       ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;196;ARCOS DE VALDEVEZ
16;1;5300;Alto Soalheiras       ;               ;        ;   ;             ;   ;                          ;             ;                      ;;                       ;4970;197;ARCOS DE VALDEVEZ
